色彩空间	光源	适应算法	基色	归一化值x	归一化值y	归一化值z	相对值X	相对值Y	相对值Z	刺激值X	刺激值Y	刺激值Z
ProPhoto RGB	F4 - CIE1964	VonKries	绿色	0.29952945	0.70047055	0.0	0.42761176	1.0	0.0	0.29994298	0.70143763	0.0	
ProPhoto RGB	F4 - CIE1964	VonKries	蓝色	-0.17645684	-0.00919384	1.18565068	19.1929342	1.0	-128.96136988	-0.06120454	-0.00318891	0.41124619	
ProPhoto RGB	F5 - CIE1931	Bradford	红色	0.73826698	0.25921797	0.00251505	2.84805475	1.0	0.00970244	0.7393589	0.25960136	0.00251877	
ProPhoto RGB	F5 - CIE1931	Bradford	绿色	0.12461398	0.88288578	-0.00749976	0.14114395	1.0	-0.0084946	0.1027882	0.72825089	-0.0061862	
ProPhoto RGB	F5 - CIE1931	Bradford	蓝色	0.06224508	0.01135646	0.92639846	5.48102828	1.0	81.57458017	0.06684091	0.01219496	0.99479859	
ProPhoto RGB	F5 - CIE1964	Bradford	红色	0.73647322	0.26114729	0.0023795	2.82014502	1.0	0.00911171	0.7566908	0.26831627	0.00244482	
ProPhoto RGB	F5 - CIE1964	Bradford	绿色	0.13643256	0.87212806	-0.00856062	0.15643638	1.0	-0.00981578	0.11273171	0.72062334	-0.00707348	
ProPhoto RGB	F5 - CIE1964	Bradford	蓝色	0.06027208	0.01037198	0.92935593	5.81104678	1.0	89.6025217	0.06452251	0.01110342	0.9948947	
ProPhoto RGB	F5 - CIE1931	XYZScaling	红色	0.72298694	0.27701306	0.0	2.60993808	1.0	0.0	0.75176656	0.28804	0.0	
ProPhoto RGB	F5 - CIE1931	XYZScaling	绿色	0.15180912	0.84819088	0.0	0.1789799	1.0	0.0	0.12741114	0.711874	0.0	
ProPhoto RGB	F5 - CIE1931	XYZScaling	蓝色	0.02905813	8.424E-5	0.97085763	344.93598144	1.0	11524.61305189	0.02966449	8.6E-5	0.99111672	
ProPhoto RGB	F5 - CIE1964	XYZScaling	红色	0.72838214	0.27161786	0.0	2.681643	1.0	0.0	0.77242045	0.28804	0.0	
ProPhoto RGB	F5 - CIE1964	XYZScaling	绿色	0.15533204	0.84466796	0.0	0.18389716	1.0	0.0	0.1309116	0.711874	0.0	
ProPhoto RGB	F5 - CIE1964	XYZScaling	蓝色	0.02985805	8.425E-5	0.97005771	354.41268416	1.0	11514.50951278	0.03047949	8.6E-5	0.99024782	
ProPhoto RGB	F5 - CIE1931	VonKries	红色	0.72845605	0.27154395	0.0	2.68264506	1.0	0.0	0.76067236	0.28355311	0.0	
ProPhoto RGB	F5 - CIE1931	VonKries	绿色	0.10197871	0.89802129	0.0	0.11355934	1.0	0.0	0.08122815	0.71529251	0.0	
ProPhoto RGB	F5 - CIE1931	VonKries	蓝色	0.0633293	0.00109358	0.93557712	57.90982319	1.0	855.51409699	0.06708878	0.0011585	0.9911167	
ProPhoto RGB	F5 - CIE1964	VonKries	红色	0.7302856	0.2697144	0.0	2.70762557	1.0	0.0	0.77121834	0.28483198	0.0	
ProPhoto RGB	F5 - CIE1964	VonKries	绿色	0.119133	0.880867	0.0	0.13524517	1.0	0.0	0.09660811	0.71431841	0.0	
ProPhoto RGB	F5 - CIE1964	VonKries	蓝色	0.06254586	8.0641E-4	0.93664773	77.56047325	1.0	1161.49723358	0.06612507	8.5256E-4	0.9902478	
ProPhoto RGB	F6 - CIE1931	Bradford	红色	0.73454162	0.26837839	-0.00292001	2.73696267	1.0	-0.0108802	0.83139965	0.30376726	-0.00330505	
ProPhoto RGB	F6 - CIE1931	Bradford	绿色	0.17512517	0.81223818	0.01263666	0.21560814	1.0	0.01555782	0.15307419	0.70996481	0.01104551	
ProPhoto RGB	F6 - CIE1931	Bradford	蓝色	-0.01999072	-0.02413154	1.04412226	0.8284062	1.0	-43.26795103	-0.01142065	-0.0137863	0.59650482	
ProPhoto RGB	F6 - CIE1964	Bradford	红色	0.73163535	0.27103414	-0.00266949	2.69942136	1.0	-0.00984926	0.862458	0.31949736	-0.00314681	
ProPhoto RGB	F6 - CIE1964	Bradford	绿色	0.19559077	0.79493912	0.00947011	0.24604496	1.0	0.011913	0.17102756	0.69510693	0.00828081	
ProPhoto RGB	F6 - CIE1964	Bradford	蓝色	-0.02036912	-0.02479495	1.04516407	0.82150258	1.0	-42.15229046	-0.01204467	-0.01466175	0.61802634	
ProPhoto RGB	F6 - CIE1931	XYZScaling	红色	0.73648289	0.26351711	0.0	2.79482	1.0	0.0	0.80501995	0.28804	0.0	
ProPhoto RGB	F6 - CIE1931	XYZScaling	绿色	0.16083335	0.83916665	0.0	0.19165842	1.0	0.0	0.13643664	0.711874	0.0	
ProPhoto RGB	F6 - CIE1931	XYZScaling	蓝色	0.04993629	1.3519E-4	0.94992852	369.37044122	1.0	7026.46385962	0.03176586	8.6E-5	0.60427589	
ProPhoto RGB	F6 - CIE1964	XYZScaling	红色	0.74579294	0.25420706	0.0	2.93380098	1.0	0.0	0.84505204	0.28804	0.0	
ProPhoto RGB	F6 - CIE1964	XYZScaling	绿色	0.1674917	0.8325083	0.0	0.20118922	1.0	0.0	0.14322137	0.711874	0.0	
ProPhoto RGB	F6 - CIE1964	XYZScaling	蓝色	0.05078418	1.3098E-4	0.94908484	387.73851732	1.0	7246.28690571	0.03334551	8.6E-5	0.62318067	
ProPhoto RGB	F6 - CIE1931	VonKries	红色	0.73828994	0.26171006	0.0	2.82102238	1.0	0.0	0.82031007	0.29078467	0.0	
ProPhoto RGB	F6 - CIE1931	VonKries	绿色	0.19157972	0.80842028	0.0	0.23698035	1.0	0.0	0.16820443	0.70978219	0.0	
ProPhoto RGB	F6 - CIE1931	VonKries	蓝色	-0.02631174	-9.6802E-4	1.02727975	27.18109232	1.0	-1061.22161374	-0.01547733	-5.6942E-4	0.60427588	
ProPhoto RGB	F6 - CIE1964	VonKries	红色	0.74113464	0.25886536	0.0	2.86301208	1.0	0.0	0.8390137	0.2930528	0.0	
ProPhoto RGB	F6 - CIE1964	VonKries	绿色	0.21635131	0.78364869	0.0	0.27608201	1.0	0.0	0.19548116	0.70805468	0.0	
ProPhoto RGB	F6 - CIE1964	VonKries	蓝色	-0.02144167	-0.00182613	1.0232678	11.74159213	1.0	-560.34776824	-0.0130582	-0.00111213	0.62318066	
ProPhoto RGB	F7 - CIE1931	Bradford	红色	0.73515359	0.26107794	0.00376847	2.81583952	1.0	0.01443426	0.7557126	0.26837914	0.00387385	
ProPhoto RGB	F7 - CIE1931	Bradford	绿色	0.13839657	0.87727952	-0.01567609	0.15775653	1.0	-0.01786898	0.11283132	0.71522443	-0.01278033	
ProPhoto RGB	F7 - CIE1931	Bradford	蓝色	0.06841403	0.01374077	0.9178452	4.97890973	1.0	66.79723845	0.08195535	0.0164605	1.099516	
ProPhoto RGB	F7 - CIE1964	Bradford	红色	0.73465298	0.26177464	0.00357238	2.8064329	1.0	0.01364677	0.76222394	0.27159885	0.00370645	
ProPhoto RGB	F7 - CIE1964	Bradford	绿色	0.14261801	0.87274469	-0.0153627	0.16341321	1.0	-0.01760274	0.1165022	0.71293011	-0.01254952	
ProPhoto RGB	F7 - CIE1964	Bradford	蓝色	0.06703897	0.01311539	0.91984564	5.11147355	1.0	70.13482569	0.07938887	0.0155315	1.08929936	
ProPhoto RGB	F7 - CIE1931	XYZScaling	红色	0.73183103	0.26816897	0.0	2.72899216	1.0	0.0	0.7860589	0.28804	0.0	
ProPhoto RGB	F7 - CIE1931	XYZScaling	绿色	0.15764234	0.84235766	0.0	0.18714419	1.0	0.0	0.13322308	0.711874	0.0	
ProPhoto RGB	F7 - CIE1931	XYZScaling	蓝色	0.02765291	7.667E-5	0.97227042	360.67046784	1.0	12681.09789029	0.03101766	8.6E-5	1.09057442	
ProPhoto RGB	F7 - CIE1964	XYZScaling	红色	0.7333969	0.2666031	0.0	2.75089417	1.0	0.0	0.79236756	0.28804	0.0	
ProPhoto RGB	F7 - CIE1964	XYZScaling	绿色	0.15870673	0.84129327	0.0	0.18864615	1.0	0.0	0.13429229	0.711874	0.0	
ProPhoto RGB	F7 - CIE1964	XYZScaling	蓝色	0.02812316	7.735E-5	0.97179949	363.56509237	1.0	12563.03981179	0.0312666	8.6E-5	1.08042142	
ProPhoto RGB	F7 - CIE1931	VonKries	红色	0.73001946	0.26998054	0.0	2.70397071	1.0	0.0	0.76966989	0.28464431	0.0	
ProPhoto RGB	F7 - CIE1931	VonKries	绿色	0.11665181	0.88334819	0.0	0.13205644	1.0	0.0	0.09434929	0.71446189	0.0	
ProPhoto RGB	F7 - CIE1931	VonKries	蓝色	0.07342986	7.614E-4	0.92580874	96.44042578	1.0	1215.9275385	0.08649813	8.9691E-4	1.0905744	
ProPhoto RGB	F7 - CIE1964	VonKries	红色	0.73071443	0.26928557	0.0	2.71352987	1.0	0.0	0.77372527	0.28513608	0.0	
ProPhoto RGB	F7 - CIE1964	VonKries	绿色	0.1231209	0.8768791	0.0	0.14040806	1.0	0.0	0.10026361	0.71408726	0.0	
ProPhoto RGB	F7 - CIE1964	VonKries	蓝色	0.07220603	6.6874E-4	0.92712523	107.9729229	1.0	1386.37212256	0.08414498	7.7932E-4	1.0804214	
ProPhoto RGB	F8 - CIE1931	Bradford	红色	0.734709	0.26531598	-2.498E-5	2.76918487	1.0	-9.414E-5	0.79784414	0.28811516	-2.712E-5	
ProPhoto RGB	F8 - CIE1931	Bradford	绿色	0.15965979	0.84022475	1.1546E-4	0.19002034	1.0	1.3741E-4	0.13527684	0.71190719	9.783E-5	
ProPhoto RGB	F8 - CIE1931	Bradford	蓝色	0.03630202	-2.652E-5	0.9637245	-1369.09767714	1.0	-36345.99425187	0.03113307	-2.274E-5	0.82650238	
ProPhoto RGB	F8 - CIE1964	Bradford	红色	0.73428083	0.26592056	-2.0139E-4	2.76127888	1.0	-7.5732E-4	0.80416887	0.29123059	-2.2056E-4	
ProPhoto RGB	F8 - CIE1964	Bradford	绿色	0.16350438	0.8359697	5.2592E-4	0.19558649	1.0	6.2911E-4	0.13882822	0.70980473	4.4655E-4	
ProPhoto RGB	F8 - CIE1964	Bradford	蓝色	0.03358822	-0.00123543	0.96764721	-27.18755987	1.0	-783.24981738	0.02826588	-0.00103966	0.81431527	
ProPhoto RGB	F8 - CIE1931	XYZScaling	红色	0.7346825	0.2653175	0.0	2.76906915	1.0	0.0	0.79760268	0.28804	0.0	
ProPhoto RGB	F8 - CIE1931	XYZScaling	绿色	0.15958796	0.84041204	0.0	0.18989252	1.0	0.0	0.13517955	0.711874	0.0	
ProPhoto RGB	F8 - CIE1931	XYZScaling	蓝色	0.03667635	1.0022E-4	0.96322343	365.96714358	1.0	9611.31874081	0.03147317	8.6E-5	0.82657341	
ProPhoto RGB	F8 - CIE1964	XYZScaling	红色	0.73609426	0.26390574	0.0	2.78923166	1.0	0.0	0.80341029	0.28804	0.0	
ProPhoto RGB	F8 - CIE1964	XYZScaling	绿色	0.1605634	0.8394366	0.0	0.19127519	1.0	0.0	0.13616383	0.711874	0.0	
ProPhoto RGB	F8 - CIE1964	XYZScaling	蓝色	0.03745858	1.0162E-4	0.9624398	368.63187158	1.0	9471.42105916	0.03170234	8.6E-5	0.81454221	
ProPhoto RGB	F8 - CIE1931	VonKries	红色	0.73471965	0.26528035	0.0	2.76959691	1.0	0.0	0.79779529	0.28805466	0.0	
ProPhoto RGB	F8 - CIE1931	VonKries	绿色	0.15977717	0.84022283	0.0	0.19016047	1.0	0.0	0.13536817	0.71186282	0.0	
ProPhoto RGB	F8 - CIE1931	VonKries	蓝色	0.03624669	9.616E-5	0.96365715	376.93950809	1.0	10021.34222478	0.03109046	8.248E-5	0.82657339	
ProPhoto RGB	F8 - CIE1964	VonKries	红色	0.73535953	0.26464047	0.0	2.77871158	1.0	0.0	0.80175507	0.28853483	0.0	
ProPhoto RGB	F8 - CIE1964	VonKries	绿色	0.16553652	0.83446348	0.0	0.19837479	1.0	0.0	0.14114307	0.71149702	0.0	
ProPhoto RGB	F8 - CIE1964	VonKries	蓝色	0.03365294	-3.835E-5	0.96638541	-877.47096443	1.0	-25197.65461929	0.02836522	-3.233E-5	0.81454219	
ProPhoto RGB	F9 - CIE1931	Bradford	红色	0.73254811	0.26940798	-0.00195609	2.71910328	1.0	-0.00726069	0.84299152	0.31002556	-0.002251	
ProPhoto RGB	F9 - CIE1931	Bradford	绿色	0.1849069	0.80817678	0.00691632	0.22879511	1.0	0.00855793	0.16023636	0.7003487	0.00599354	
ProPhoto RGB	F9 - CIE1931	Bradford	蓝色	6.4192E-4	-0.01560063	1.01495871	-0.04114716	1.0	-65.05882082	4.2855E-4	-0.01041517	0.67759889	
ProPhoto RGB	F9 - CIE1964	Bradford	红色	0.73153078	0.27043698	-0.00196776	2.70499534	1.0	-0.00727624	0.85512889	0.31612953	-0.00230023	
ProPhoto RGB	F9 - CIE1964	Bradford	绿色	0.19272555	0.80109403	0.00618042	0.24057794	1.0	0.00771497	0.16720089	0.69499677	0.00536188	
ProPhoto RGB	F9 - CIE1964	Bradford	蓝色	-0.00174906	-0.01678402	1.01853308	0.10420996	1.0	-60.68469988	-0.00116403	-0.01117009	0.67785345	
ProPhoto RGB	F9 - CIE1931	XYZScaling	红色	0.74243944	0.25756056	0.0	2.882582	1.0	0.0	0.83029892	0.28804	0.0	
ProPhoto RGB	F9 - CIE1931	XYZScaling	绿色	0.16505021	0.83494979	0.0	0.19767681	1.0	0.0	0.14072098	0.711874	0.0	
ProPhoto RGB	F9 - CIE1931	XYZScaling	蓝色	0.04587385	1.2041E-4	0.95400574	380.96928834	1.0	7922.74731833	0.03276336	8.6E-5	0.68135627	
ProPhoto RGB	F9 - CIE1964	XYZScaling	红色	0.74573394	0.25426606	0.0	2.93288829	1.0	0.0	0.84478914	0.28804	0.0	
ProPhoto RGB	F9 - CIE1964	XYZScaling	绿色	0.16744831	0.83255169	0.0	0.20112663	1.0	0.0	0.14317682	0.711874	0.0	
ProPhoto RGB	F9 - CIE1964	XYZScaling	蓝色	0.0466651	1.2039E-4	0.95321451	387.617894	1.0	7917.75871714	0.03333514	8.6E-5	0.68092725	
ProPhoto RGB	F9 - CIE1931	VonKries	红色	0.7392623	0.2607377	0.0	2.83527203	1.0	0.0	0.82662514	0.29155056	0.0	
ProPhoto RGB	F9 - CIE1931	VonKries	绿色	0.20010276	0.79989724	0.0	0.25016058	1.0	0.0	0.17741369	0.70919923	0.0	
ProPhoto RGB	F9 - CIE1931	VonKries	蓝色	-5.6712E-4	-0.00110709	1.00167421	0.51225969	1.0	-904.77924818	-3.8576E-4	-7.5306E-4	0.68135625	
ProPhoto RGB	F9 - CIE1964	VonKries	红色	0.74038375	0.25961625	0.0	2.85183897	1.0	0.0	0.83400869	0.29244593	0.0	
ProPhoto RGB	F9 - CIE1964	VonKries	绿色	0.20986047	0.79013953	0.0	0.26559926	1.0	0.0	0.18818165	0.70851724	0.0	
ProPhoto RGB	F9 - CIE1964	VonKries	蓝色	-0.00150864	-0.00142468	1.00293332	1.05893816	1.0	-703.97247655	-0.00102427	-9.6726E-4	0.68092724	
ProPhoto RGB	F10 - CIE1931	Bradford	红色	0.73487507	0.26522871	-1.0378E-4	2.77072223	1.0	-3.9127E-4	0.79696228	0.28763702	-1.1254E-4	
ProPhoto RGB	F10 - CIE1931	Bradford	绿色	0.15889924	0.84050717	5.9358E-4	0.18905162	1.0	7.0622E-4	0.13472956	0.71266014	5.033E-4	
ProPhoto RGB	F10 - CIE1931	Bradford	蓝色	0.03549948	-3.5142E-4	0.96485195	-101.01690138	1.0	-2745.57163069	0.03016811	-2.9864E-4	0.81994893	
ProPhoto RGB	F10 - CIE1964	Bradford	红色	0.73305983	0.26691573	2.444E-5	2.74640924	1.0	9.156E-5	0.81471457	0.29664719	2.716E-5	
ProPhoto RGB	F10 - CIE1964	Bradford	绿色	0.1710669	0.8304383	-0.0015052	0.20599592	1.0	-0.00181254	0.14501416	0.70396617	-0.00127597	
ProPhoto RGB	F10 - CIE1964	Bradford	蓝色	0.03512875	-7.1156E-4	0.96558281	-49.36893464	1.0	-1357.00245834	0.03040958	-6.1597E-4	0.83586719	
ProPhoto RGB	F10 - CIE1931	XYZScaling	红色	0.73419835	0.26580165	0.0	2.76220391	1.0	0.0	0.79562521	0.28804	0.0	
ProPhoto RGB	F10 - CIE1931	XYZScaling	绿色	0.15925531	0.84074469	0.0	0.18942173	1.0	0.0	0.1348444	0.711874	0.0	
ProPhoto RGB	F10 - CIE1931	XYZScaling	蓝色	0.03685644	1.0096E-4	0.9630426	365.05981638	1.0	9538.85209534	0.03139514	8.6E-5	0.82034128	
ProPhoto RGB	F10 - CIE1964	XYZScaling	红色	0.73981501	0.26018499	0.0	2.84341926	1.0	0.0	0.81901848	0.28804	0.0	
ProPhoto RGB	F10 - CIE1964	XYZScaling	绿色	0.16317374	0.83682626	0.0	0.19499117	1.0	0.0	0.13880915	0.711874	0.0	
ProPhoto RGB	F10 - CIE1964	XYZScaling	蓝色	0.03727517	9.919E-5	0.96262564	375.79344128	1.0	9704.80835029	0.03231824	8.6E-5	0.83461352	
ProPhoto RGB	F10 - CIE1931	VonKries	红色	0.73464223	0.26535777	0.0	2.76849717	1.0	0.0	0.79731837	0.28799682	0.0	
ProPhoto RGB	F10 - CIE1931	VonKries	绿色	0.15907859	0.84092141	0.0	0.18917177	1.0	0.0	0.13467268	0.71190685	0.0	
ProPhoto RGB	F10 - CIE1931	VonKries	蓝色	0.03512592	1.1332E-4	0.96476077	309.98287236	1.0	8513.92150877	0.02986776	9.635E-5	0.82034126	
ProPhoto RGB	F10 - CIE1964	VonKries	红色	0.73635433	0.26364567	0.0	2.79296949	1.0	0.0	0.80797601	0.28928923	0.0	
ProPhoto RGB	F10 - CIE1964	VonKries	绿色	0.17443826	0.82556174	0.0	0.21129644	1.0	0.0	0.15021539	0.7109225	0.0	
ProPhoto RGB	F10 - CIE1964	VonKries	蓝色	0.03688207	-2.4576E-4	0.96336369	-150.07278086	1.0	-3919.91713683	0.03195291	-2.1292E-4	0.8346135	
ProPhoto RGB	F11 - CIE1931	Bradford	红色	0.73230859	0.27009572	-0.00240431	2.71129283	1.0	-0.0089017	0.85113456	0.31392203	-0.00279444	
ProPhoto RGB	F11 - CIE1931	Bradford	绿色	0.18902842	0.80221077	0.00876081	0.23563436	1.0	0.01092083	0.16467219	0.69884625	0.00763198	
ProPhoto RGB	F11 - CIE1931	Bradford	蓝色	-0.01101742	-0.020654	1.03167141	0.53342789	1.0	-49.95020789	-0.00683779	-0.01281858	0.64029062	
ProPhoto RGB	F11 - CIE1964	Bradford	红色	0.73062136	0.27162663	-0.002248	2.68980017	1.0	-0.00827605	0.86968776	0.32332802	-0.00267588	
ProPhoto RGB	F11 - CIE1964	Bradford	绿色	0.20134914	0.79189745	0.00675341	0.25426164	1.0	0.00852814	0.17540807	0.68987231	0.00588332	
ProPhoto RGB	F11 - CIE1964	Bradford	蓝色	-0.01089997	-0.02087813	1.0317781	0.52207594	1.0	-49.41908609	-0.00691866	-0.01325221	0.65491194	
ProPhoto RGB	F11 - CIE1931	XYZScaling	红色	0.74345304	0.25654696	0.0	2.89792184	1.0	0.0	0.83471741	0.28804	0.0	
ProPhoto RGB	F11 - CIE1931	XYZScaling	绿色	0.16578292	0.83421708	0.0	0.19872876	1.0	0.0	0.14146984	0.711874	0.0	
ProPhoto RGB	F11 - CIE1931	XYZScaling	蓝色	0.04856844	1.2681E-4	0.95130475	382.99663892	1.0	7501.71308279	0.03293771	8.6E-5	0.64514733	
ProPhoto RGB	F11 - CIE1964	XYZScaling	红色	0.74885802	0.25114198	0.0	2.98181142	1.0	0.0	0.85888096	0.28804	0.0	
ProPhoto RGB	F11 - CIE1964	XYZScaling	绿色	0.16976731	0.83023269	0.0	0.2044816	1.0	0.0	0.14556513	0.711874	0.0	
ProPhoto RGB	F11 - CIE1964	XYZScaling	蓝色	0.04896798	1.2426E-4	0.95090776	394.08369745	1.0	7652.69911195	0.0338912	8.6E-5	0.65813212	
ProPhoto RGB	F11 - CIE1931	VonKries	红色	0.74006825	0.25993175	0.0	2.84716375	1.0	0.0	0.83192028	0.29219263	0.0	
ProPhoto RGB	F11 - CIE1931	VonKries	绿色	0.2071231	0.7928769	0.0	0.26122983	1.0	0.0	0.18513618	0.70870997	0.0	
ProPhoto RGB	F11 - CIE1931	VonKries	蓝色	-0.0127213	-0.00142494	1.01414624	8.92761513	1.0	-711.71236887	-0.00809263	-9.0647E-4	0.64514731	
ProPhoto RGB	F11 - CIE1964	VonKries	红色	0.74173876	0.25826124	0.0	2.87204831	1.0	0.0	0.8430771	0.29354559	0.0	
ProPhoto RGB	F11 - CIE1964	VonKries	绿色	0.2215487	0.7784513	0.0	0.28460187	1.0	0.0	0.20140691	0.70767951	0.0	
ProPhoto RGB	F11 - CIE1964	VonKries	蓝色	-0.0096907	-0.0018909	1.0115816	5.12490789	1.0	-534.97299396	-0.00630474	-0.00123022	0.65813211	
ProPhoto RGB	F12 - CIE1931	Bradford	红色	0.72898816	0.27621737	-0.00520553	2.63918286	1.0	-0.01884577	0.93139083	0.35290879	-0.00665084	
ProPhoto RGB	F12 - CIE1931	Bradford	绿色	0.23110866	0.74930378	0.01958757	0.30843119	1.0	0.02614102	0.20908641	0.67790294	0.01772108	
ProPhoto RGB	F12 - CIE1931	Bradford	蓝色	-0.20664527	-0.10610449	1.31274977	1.94756386	1.0	-12.3722355	-0.0602433	-0.03093265	0.38270598	
ProPhoto RGB	F12 - CIE1964	Bradford	红色	0.72730469	0.27770629	-0.00501098	2.61897089	1.0	-0.01804417	0.95333373	0.36401082	-0.00656827	
ProPhoto RGB	F12 - CIE1964	Bradford	绿色	0.24498982	0.73745996	0.01755022	0.33220762	1.0	0.0237982	0.22175701	0.66752535	0.0158859	
ProPhoto RGB	F12 - CIE1964	Bradford	蓝色	-0.20140558	-0.10446512	1.3058707	1.92796959	1.0	-12.50054267	-0.06103912	-0.0316598	0.39576463	
ProPhoto RGB	F12 - CIE1931	XYZScaling	红色	0.75628792	0.24371208	0.0	3.10320251	1.0	0.0	0.89384645	0.28804	0.0	
ProPhoto RGB	F12 - CIE1931	XYZScaling	绿色	0.17546592	0.82453408	0.0	0.21280615	1.0	0.0	0.15149116	0.711874	0.0	
ProPhoto RGB	F12 - CIE1931	XYZScaling	蓝色	0.08218272	2.0038E-4	0.9176169	410.12704927	1.0	4579.30238199	0.03527093	8.6E-5	0.39382	
ProPhoto RGB	F12 - CIE1964	XYZScaling	红色	0.76192398	0.23807602	0.0	3.20033898	1.0	0.0	0.92182564	0.28804	0.0	
ProPhoto RGB	F12 - CIE1964	XYZScaling	绿色	0.17996988	0.82003012	0.0	0.21946741	1.0	0.0	0.15623314	0.711874	0.0	
ProPhoto RGB	F12 - CIE1964	XYZScaling	蓝色	0.08237458	1.9476E-4	0.91743066	422.96484996	1.0	4710.68763088	0.03637498	8.6E-5	0.40511914	
ProPhoto RGB	F12 - CIE1931	VonKries	红色	0.7474412	0.2525588	0.0	2.95947392	1.0	0.0	0.88310487	0.29839927	0.0	
ProPhoto RGB	F12 - CIE1931	VonKries	绿色	0.26955107	0.73044893	0.0	0.3690211	1.0	0.0	0.25978387	0.70398106	0.0	
ProPhoto RGB	F12 - CIE1931	VonKries	蓝色	-0.19060677	-0.00726944	1.1978762	26.22029627	1.0	-164.78254853	-0.06266487	-0.00238994	0.39382	
ProPhoto RGB	F12 - CIE1964	VonKries	红色	0.74923232	0.25076768	0.0	2.9877548	1.0	0.0	0.89633864	0.30000408	0.0	
ProPhoto RGB	F12 - CIE1964	VonKries	绿色	0.28424479	0.71575521	0.0	0.39712571	1.0	0.0	0.27908357	0.70275875	0.0	
ProPhoto RGB	F12 - CIE1964	VonKries	蓝色	-0.17999269	-0.00813533	1.18812802	22.1248119	1.0	-146.04542523	-0.06137258	-0.00277393	0.40511913	
ProPhoto RGB	ICC - CIE1931	Bradford	红色	0.73470207	0.26530179	-3.86E-6	2.76930693	1.0	-1.455E-5	0.79769331	0.288048	-4.19E-6	
ProPhoto RGB	ICC - CIE1931	Bradford	绿色	0.1596044	0.84037731	1.829E-5	0.18991993	1.0	2.177E-5	0.13520065	0.71188238	1.549E-5	
ProPhoto RGB	ICC - CIE1931	Bradford	蓝色	0.03655507	8.096E-5	0.96336397	451.53289708	1.0	11899.594843	0.0314239	6.959E-5	0.82813817	
ProPhoto RGB	ICC - CIE1964	Bradford	红色	0.73452721	0.26562662	-1.5383E-4	2.7652621	1.0	-5.7911E-4	0.80108846	0.28969712	-1.6777E-4	
ProPhoto RGB	ICC - CIE1964	Bradford	绿色	0.16155081	0.83792587	5.2333E-4	0.19279845	1.0	6.2455E-4	0.13707934	0.71099817	4.4406E-4	
ProPhoto RGB	ICC - CIE1964	Bradford	蓝色	0.03448076	-8.2575E-4	0.96634499	-41.75677706	1.0	-1170.25983454	0.02915937	-6.9831E-4	0.81720947	
ProPhoto RGB	ICC - CIE1931	XYZScaling	红色	0.73469517	0.26530483	0.0	2.76924912	1.0	0.0	0.79765452	0.28804	0.0	
ProPhoto RGB	ICC - CIE1931	XYZScaling	绿色	0.15959668	0.84040332	0.0	0.18990486	1.0	0.0	0.13518833	0.711874	0.0	
ProPhoto RGB	ICC - CIE1931	XYZScaling	蓝色	0.0366114	1.0003E-4	0.96328856	365.99092859	1.0	9629.64617906	0.03147522	8.6E-5	0.82814957	
ProPhoto RGB	ICC - CIE1964	XYZScaling	红色	0.73530392	0.26469608	0.0	2.77791764	1.0	0.0	0.8001514	0.28804	0.0	
ProPhoto RGB	ICC - CIE1964	XYZScaling	绿色	0.16001632	0.83998368	0.0	0.19049932	1.0	0.0	0.13561151	0.711874	0.0	
ProPhoto RGB	ICC - CIE1964	XYZScaling	蓝色	0.03718291	1.0128E-4	0.96271581	367.13658273	1.0	9505.6617317	0.03157375	8.6E-5	0.81748691	
ProPhoto RGB	ICC - CIE1931	VonKries	红色	0.73470233	0.26529767	0.0	2.76935091	1.0	0.0	0.7976886	0.28804172	0.0	
ProPhoto RGB	ICC - CIE1931	VonKries	绿色	0.15962097	0.84037903	0.0	0.18993926	1.0	0.0	0.13521257	0.71187269	0.0	
ProPhoto RGB	ICC - CIE1931	VonKries	蓝色	0.03654583	9.954E-5	0.96335464	367.15761318	1.0	9678.34159902	0.03141669	8.557E-5	0.82814955	
ProPhoto RGB	ICC - CIE1964	VonKries	红色	0.73505301	0.26494699	0.0	2.77433996	1.0	0.0	0.7998542	0.28830432	0.0	
ProPhoto RGB	ICC - CIE1964	VonKries	绿色	0.16278095	0.83721905	0.0	0.19443053	1.0	0.0	0.13837089	0.71167261	0.0	
ProPhoto RGB	ICC - CIE1964	VonKries	蓝色	0.03437454	2.693E-5	0.96559853	1276.24936081	1.0	35850.50663565	0.02910188	2.28E-5	0.81748689	
SMPTE-C RGB	A - CIE1931	Bradford	红色	0.65955617	0.33503214	0.00541169	1.96863555	1.0	0.01615275	0.49942798	0.25369245	0.00409783	
SMPTE-C RGB	A - CIE1931	Bradford	绿色	0.40454796	0.55406215	0.04138989	0.73014907	1.0	0.07470261	0.50479961	0.69136513	0.05164678	
SMPTE-C RGB	A - CIE1931	Bradford	蓝色	0.20981734	0.12228389	0.66789877	1.71582162	1.0	5.46187055	0.09427491	0.05494447	0.30009958	
SMPTE-C RGB	A - CIE1964	Bradford	红色	0.66035633	0.33445543	0.00518825	1.97442251	1.0	0.01551252	0.50471099	0.25562461	0.00396538	
SMPTE-C RGB	A - CIE1964	Bradford	绿色	0.40895684	0.55034722	0.04069594	0.74308878	1.0	0.07394594	0.51240261	0.68955772	0.05098999	
SMPTE-C RGB	A - CIE1964	Bradford	蓝色	0.21142479	0.12285219	0.66572302	1.72096883	1.0	5.41889409	0.09434346	0.05481997	0.29706363	
